Unnamed: 0,Pickup_Date,Number of Trips,Number of Vehicles,humidity,wind,price,month,day
2045,2010-08-08,388,56,0.76,11.22,30,8,Sunday
2046,2010-08-09,7, -   ,0.76,11.26,16.5,8,Monday
2047,2010-08-10,887,135,0.75,11.41,26,8,Tuesday
2048,2010-08-11,8, -   ,0.76,11.38,27.5,8,Wednesday
2049,2010-08-12,587,138,0.76,11.39,5,8,Thursday
2050,2010-08-13,1169,115,0.76,11.35,27.5,8,Friday
2051,2010-08-14,79,32,0.75,11.32,55,8,Saturday
2052,2010-08-15,668,99,0.75,11.42,16.5,8,Sunday
2053,2010-08-16,156,38,0.76,11.39,38.5,8,Monday
2054,2010-08-17,306,96,0.76,11.34,5,8,Tuesday
2055,2010-08-18,86,28,0.9,13.65,10.5,8,Wednesday
2056,2010-08-19,185,91,0.9,13.53,10.5,8,Thursday
2057,2010-08-20,22,14,0.89,13.73,16.5,8,Friday
2058,2010-08-21,1199,89,0.9,13.69,7,8,Saturday
2059,2010-08-22,356,111,0.9,13.7,27.5,8,Sunday
2060,2010-08-23,42,12,0.91,13.64,22.5,8,Monday
2061,2010-08-24,11,11,0.9,13.74,11,8,Tuesday
2062,2010-08-25,320,92,0.91,13.7,38,8,Wednesday
2063,2010-08-26,14,6,0.91,13.65,10,8,Thursday
2064,2010-08-27,20,7,0.63,9.32,16,8,Friday
2065,2010-08-28,14,11,0.62,9.29,11,8,Saturday
2066,2010-08-29,191,1,0.63,9.35,22,8,Sunday
2067,2010-08-30,1479,110,0.68,6.54,28.5,8,Monday
2068,2010-08-31,305,81,0.86,6.14,9.5,8,Tuesday
2069,2010-09-01,528,107,0.86,6.26,9.5,9,Wednesday
2070,2010-09-02,785,173,0.81,0.3,27.5,9,Thursday
2071,2010-09-03,1090,46,0.81,0.3,19.5,9,Friday
2072,2010-09-04,131,64,0.81,0.3,7,9,Saturday
2073,2010-09-05,981,125,0.81,0.3,3,9,Sunday
2074,2010-09-06,561,84,0.81,0.3,13.5,9,Monday
2075,2010-09-07,649,178,0.81,0.3,13.5,9,Tuesday
2076,2010-09-08,960,129,0.81,0.3,32.5,9,Wednesday
2077,2010-09-09,1634,317,0.97,3.24,27.5,9,Thursday
2078,2010-09-10,267,84,0.97,3.28,7.5,9,Friday
2079,2010-09-11,2053,149,0.97,2.95,26,9,Saturday
2080,2010-09-12,414,93,0.93,0.97,6.5,9,Sunday
2081,2010-09-13,417,91,0.93,3.49,11,9,Monday
2082,2010-09-14,8,2,0.96,3.39,16.5,9,Tuesday
2083,2010-09-15,1855,119,0.96,3.43,7.5,9,Wednesday
2084,2010-09-16,768,166,0.96,3.31,12.5,9,Thursday
2085,2010-09-17,58,39,0.97,3.25,7,9,Friday
2086,2010-09-18,12,6,0.92,1.09,16.5,9,Saturday
2087,2010-09-19,512,169,0.97,3.42,10.5,9,Sunday
2088,2010-09-20,2809,747,0.97,3.29,3,9,Monday
2089,2010-09-21,708,67,0.92,2.81,27.5,9,Tuesday
2090,2010-09-22,822,87,0.92,2.82,13.5,9,Wednesday
2091,2010-09-23,983,115,0.92,2.76,7,9,Thursday
2092,2010-09-24,977,271,0.94,9.07,8.5,9,Friday
2093,2010-09-25,522,64,0.95,9.18,11,9,Saturday
2094,2010-09-26,348,89,0.94,9.04,14,9,Sunday
2095,2010-09-27,1376,78,0.95,8.97,29.5,9,Monday
2096,2010-09-28,1404,162,0.93,9.18,18.5,9,Tuesday
2097,2010-09-29,790,132,0.94,9.27,8.5,9,Wednesday
2098,2010-09-30,1052,109,0.94,9.29,8.5,9,Thursday
2099,2010-10-01,10,8,0.94,9.28,33,10,Friday
2100,2010-10-02,1654,158,0.95,8.95,21,10,Saturday
2101,2010-10-03,1771,164,0.93,9.13,12,10,Sunday
2102,2010-10-04,279,82,0.95,9.11,23,10,Monday
2103,2010-10-05,100,15,0.95,9.24,13,10,Tuesday
2104,2010-10-06,430,60,0.79,6.5,42,10,Wednesday
2105,2010-10-07,6, -   ,0.8,6.53,13,10,Thursday
2106,2010-10-08,933,137,0.79,6.38,5,10,Friday
2107,2010-10-09,9, -   ,0.8,6.42,13.5,10,Saturday
2108,2010-10-10,488,132,0.77,6.61,7,10,Sunday
2109,2010-10-11,1162,115,0.79,6.6,19.5,10,Monday
2110,2010-10-12,61,31,0.79,6.55,13.5,10,Tuesday
2111,2010-10-13,628,100,0.77,6.62,26,10,Wednesday
2112,2010-10-14,150,39,0.8,6.57,8,10,Thursday
2113,2010-10-15,258,99,0.8,6.54,21,10,Friday
2114,2010-10-16,117,32,0.78,10.72,8.5,10,Saturday
2115,2010-10-17,179,88,0.78,10.72,17,10,Sunday
2116,2010-10-18,29,21,0.78,10.6,14,10,Monday
2117,2010-10-19,1076,85,0.78,10.67,29,10,Tuesday
2118,2010-10-20,323,107,0.78,10.81,8.5,10,Wednesday
2119,2010-10-21,50,13,0.78,10.76,19.5,10,Thursday
2120,2010-10-22,15,15,0.78,10.77,3.5,10,Friday
2121,2010-10-23,316,95,0.78,10.72,26,10,Saturday
2122,2010-10-24,11,5,0.78,10.73,9,10,Sunday
2123,2010-10-25,18,7,0.78,10.83,13.5,10,Monday
2124,2010-10-26,8,7,0.79,12.23,13.5,10,Tuesday
2125,2010-10-27,197,1,0.78,10.72,19.5,10,Wednesday
2126,2010-10-28,1475,108,0.91,1.08,9,10,Thursday
2127,2010-10-29,325,83,0.92,1.1,14,10,Friday
2128,2010-10-30,512,108,0.91,1.26,23,10,Saturday
2129,2010-10-31,724,171,0.92,1.26,19,10,Sunday
2130,2010-11-01,1011,51,0.63,3.71,29.5,11,Monday
2131,2010-11-02,172,78,0.63,3.6,9,11,Tuesday
2132,2010-11-03,1204,138,0.63,3.77,7.5,11,Wednesday
2133,2010-11-04,634,84,0.64,3.83,6.5,11,Thursday
2134,2010-11-05,509,166,0.63,3.58,23,11,Friday
2135,2010-11-06,1057,129,0.64,3.51,21,11,Saturday
2136,2010-11-07,1174,290,0.64,3.49,14.5,11,Sunday
2137,2010-11-08,307,84,0.64,3.82,7,11,Monday
2138,2010-11-09,2307,155,0.64,3.64,7,11,Tuesday
2139,2010-11-10,347,86,0.64,3.54,11.5,11,Wednesday
2140,2010-11-11,350,89,0.92,3.02,37.5,11,Thursday
2141,2010-11-12,8,2,0.92,2.86,12,11,Friday
2142,2010-11-13,2498,124,0.92,3.13,15,11,Saturday
2143,2010-11-14,523,150,0.94,2.62,46.5,11,Sunday
2144,2010-11-15,48,31,0.94,2.51,24,11,Monday
2145,2010-11-16,21,8,0.94,2.49,15,11,Tuesday
2146,2010-11-17,386,145,0.93,2.64,18.5,11,Wednesday
2147,2010-11-18,2620,739,0.93,2.67,10,11,Thursday
2148,2010-11-19,874,67,0.93,2.68,9.5,11,Friday
2149,2010-11-20,973,88,0.93,2.5,24,11,Saturday
2150,2010-11-21,1118,121,0.92,2.62,9.5,11,Sunday
2151,2010-11-22,753,241,0.94,2.64,34,11,Monday
2152,2010-11-23,610,66,0.64,3.81,26,11,Tuesday
2153,2010-11-24,303,88,0.64,3.86,13.5,11,Wednesday
2154,2010-11-25,1308,82,0.64,3.7,13.5,11,Thursday
2155,2010-11-26,1515,169,0.64,3.72,9,11,Friday
2156,2010-11-27,946,133,0.64,3.93,16.5,11,Saturday
2157,2010-11-28,904,114,0.64,3.92,3.5,11,Sunday
2158,2010-11-29,46,24,0.64,3.94,9,11,Monday
2159,2010-11-30,1650,157,0.64,3.9,23,11,Tuesday
2160,2010-12-01,2273,171,0.64,3.77,16.5,12,Wednesday
2161,2010-12-02,212,68,0.64,3.93,33,12,Thursday
2162,2010-12-03,111,16,0.64,3.89,9,12,Friday
2163,2010-12-04,453,61,0.64,3.88,19.5,12,Saturday
2164,2010-12-05,2, -   ,0.69,2.36,9,12,Sunday
2165,2010-12-06,1153,143,0.7,10.06,22.5,12,Monday
2166,2010-12-07,17, -   ,0.7,10.11,16.5,12,Tuesday
2167,2010-12-08,471,131,0.92,3.48,7,12,Wednesday
2168,2010-12-09,1078,112,0.92,3.48,13.5,12,Thursday
2169,2010-12-10,54,25,0.92,3.33,10.5,12,Friday
2170,2010-12-11,659,100,0.92,3.41,32.5,12,Saturday
2171,2010-12-12,142,41,0.92,3.59,22.5,12,Sunday
2172,2010-12-13,318,100,0.92,3.51,16.5,12,Monday
2173,2010-12-14,89,30,0.92,3.53,11,12,Tuesday
2174,2010-12-15,139,72,0.92,3.47,13.5,12,Wednesday
2175,2010-12-16,16,15,0.92,3.49,30,12,Thursday
2176,2010-12-17,1310,97,0.92,3.62,7,12,Friday
2177,2010-12-18,273,87,0.92,3.56,10.5,12,Saturday
2178,2010-12-19,34,9,0.92,3.47,19.5,12,Sunday
2179,2010-12-20,12,12,0.59,2.81,32.5,12,Monday
2180,2010-12-21,215,81,0.58,2.82,16.5,12,Tuesday
2181,2010-12-22,20,5,0.62,2.13,3,12,Wednesday
2182,2010-12-23,16,6,0.74,9.92,22.5,12,Thursday
2183,2010-12-24,11,10,0.94,1.37,9,12,Friday
2184,2010-12-25,163,1,0.94,1.37,13.5,12,Saturday
2185,2010-12-26,1979,112,0.94,1.35,5,12,Sunday
2186,2010-12-27,259,68,0.95,1.37,27.5,12,Monday
2187,2010-12-28,145,65,0.95,1.38,16.5,12,Tuesday
2188,2010-12-29,181,98,0.95,1.38,22.5,12,Wednesday
2189,2010-12-30,1745,48,0.94,1.38,9.5,12,Thursday
2190,2010-12-31,26,19,0.95,1.37,13.5,12,Friday
2191,2011-01-01,1197,135,0.95,1.38,9.5,1,Saturday
2192,2011-01-02,396,77,0.95,1.38,7.5,1,Sunday
2193,2011-01-03,170,83,0.95,1.37,28,1,Monday
2194,2011-01-04,1057,121,0.73,4.84,11,1,Tuesday
2195,2011-01-05,401,141,0.73,4.85,17.5,1,Wednesday
2196,2011-01-06,96,51,0.73,4.74,7,1,Thursday
2197,2011-01-07,2276,147,0.73,4.78,19.5,1,Friday
2198,2011-01-08,105,43,0.73,4.92,26,1,Saturday
2199,2011-01-09,141,38,0.73,4.89,34,1,Sunday
2200,2011-01-10,2260,129,0.73,4.9,16.5,1,Monday
2201,2011-01-11,157,77,0.73,4.87,11,1,Tuesday
2202,2011-01-12,27,22,0.73,4.83,16.5,1,Wednesday
2203,2011-01-13,1,1,0.73,4.93,3.5,1,Thursday
2204,2011-01-14,157,69,0.73,4.89,26,1,Friday
2205,2011-01-15,1581,590,0.73,4.86,11,1,Saturday
2206,2011-01-16,879,72,0.7,10,11,1,Sunday
2207,2011-01-17,1029,87,0.7,9.93,7,1,Monday
2208,2011-01-18,1232,120,0.69,10.05,16.5,1,Tuesday
2209,2011-01-19,198,114,0.7,10.03,22.5,1,Wednesday
2210,2011-01-20,601,61,0.89,5.79,32.5,1,Thursday
2211,2011-01-21,94,43,0.89,5.84,10.5,1,Friday
2212,2011-01-22,1287,81,0.89,5.69,5,1,Saturday
2213,2011-01-23,1729,166,0.9,5.7,16.5,1,Sunday
2214,2011-01-24,978,131,0.87,5.9,15.5,1,Monday
2215,2011-01-25,504,85,0.9,5.9,16.5,1,Tuesday
2216,2011-01-26,32,26,0.9,5.92,26,1,Wednesday
2217,2011-01-27,1965,160,0.9,5.88,11,1,Thursday
2218,2011-01-28,1254,141,0.91,5.74,16.5,1,Friday
2219,2011-01-29,67,34,0.88,5.9,50.5,1,Saturday
2220,2011-01-30,102,15,0.9,5.86,36.5,1,Sunday
2221,2011-01-31,531,61,0.81,1.48,6.5,1,Monday
2222,2011-02-01,4, -   ,0.82,1.54,32.5,2,Tuesday
2223,2011-02-02,1075,148,0.82,1.35,7,2,Wednesday
2224,2011-02-03,11, -   ,0.82,1.38,10.5,2,Thursday
2225,2011-02-04,174,62,0.82,1.63,19.5,2,Friday
2226,2011-02-05,888,85,0.81,1.62,27.5,2,Saturday
2227,2011-02-06,6,6,0.81,1.65,16.5,2,Sunday
2228,2011-02-07,315,80,0.81,1.59,22.5,2,Monday
2229,2011-02-08,94,26,0.82,1.44,13.5,2,Tuesday
2230,2011-02-09,81,44,0.82,1.63,34,2,Wednesday
2231,2011-02-10,38,19,0.82,1.58,47.5,2,Thursday
2232,2011-02-11,38,25,0.82,1.57,26,2,Friday
2233,2011-02-12,8,7,0.81,2.56,9,2,Saturday
2234,2011-02-13,1513,99,0.8,2.19,10.5,2,Sunday
2235,2011-02-14,136,51,0.81,2.25,16.5,2,Monday
2236,2011-02-15,34,8,0.74,2.48,16.5,2,Tuesday
2237,2011-02-16,12,12,0.81,2.56,32.5,2,Wednesday
2238,2011-02-17,81,39,0.81,2.3,22.5,2,Thursday
2239,2011-02-18,14,6,0.81,2.29,7,2,Friday
2240,2011-02-19,5,3,0.45,5.21,9,2,Saturday
2241,2011-02-20,2,2,0.46,5.26,26,2,Sunday
2242,2011-02-21,97,1,0.46,5.05,42.5,2,Monday
2243,2011-02-22,1790,114,0.45,5.1,30,2,Tuesday
2244,2011-02-23,114,47,0.45,5.36,13.5,2,Wednesday
2245,2011-02-24,160,68,0.45,5.33,22.5,2,Thursday
2246,2011-02-25,211,93,0.45,5.36,7.5,2,Friday
2247,2011-02-26,1579,45,0.45,5.17,8,2,Saturday
2248,2011-02-27,42,27,0.45,5.37,13.5,2,Sunday
2249,2011-02-28,1020,139,0.45,5.31,8,2,Monday
2250,2011-03-01,304,58,0.45,5.28,26,3,Tuesday
2251,2011-03-02,267,103,0.92,2.57,11,3,Wednesday
2252,2011-03-03,887,108,0.94,2.6,15,3,Thursday
2253,2011-03-04,574,167,0.93,2.57,10.5,3,Friday
2254,2011-03-05,95,43,0.94,2.62,15,3,Saturday
2255,2011-03-06,2215,142,0.94,2.57,5.5,3,Sunday
2256,2011-03-07,111,46,0.74,8.06,7,3,Monday
2257,2011-03-08,153,43,0.74,8.08,7,3,Tuesday
2258,2011-03-09,1794,111,0.75,7.88,23,3,Wednesday
2259,2011-03-10,134,64,0.75,7.96,27.5,3,Thursday
2260,2011-03-11,24,18,0.72,8.21,16,3,Friday
2261,2011-03-12,4,3,0.74,8.14,9.5,3,Saturday
2262,2011-03-13,252,97,0.74,8.16,15.5,3,Sunday
2263,2011-03-14,1796,621,0.74,8.09,9,3,Monday
2264,2011-03-15,769,71,0.75,8.05,23,3,Tuesday
2265,2011-03-16,842,86,0.72,8.23,27,3,Wednesday
2266,2011-03-17,1040,101,0.75,8.17,9.5,3,Thursday
2267,2011-03-18,180,106,0.75,8.08,22.5,3,Friday
2268,2011-03-19,530,55,0.88,4.61,9,3,Saturday
2269,2011-03-20,112,48,0.88,4.58,11,3,Sunday
2270,2011-03-21,1145,77,0.89,4.27,19.5,3,Monday
2271,2011-03-22,1764,153,0.89,4.24,26,3,Tuesday
2272,2011-03-23,930,114,0.89,4.23,38,3,Wednesday
2273,2011-03-24,593,82,0.89,4.33,25,3,Thursday
2274,2011-03-25,1692,146,0.7,6.4,7.5,3,Friday
2275,2011-03-26,929,111,0.7,6.45,21,3,Saturday
2276,2011-03-27,51,27,0.7,6.18,12.5,3,Sunday
2277,2011-03-28,75,15,0.7,6.28,8.5,3,Monday
2278,2011-03-29,412,55,0.7,6.6,16,3,Tuesday
2279,2011-03-30,3, -   ,0.7,6.54,8.5,3,Wednesday
2280,2011-03-31,904,132,0.7,6.58,11,3,Thursday
2281,2011-04-01,6, -   ,0.7,6.48,11,4,Friday
2282,2011-04-02,196,73,0.7,6.38,17.5,4,Saturday
2283,2011-04-03,697,74,0.7,6.62,11.5,4,Sunday
2284,2011-04-04,4,3,0.7,6.54,22.5,4,Monday
2285,2011-04-05,116,45,0.7,6.46,29.5,4,Tuesday
2286,2011-04-06,70,19,0.84,8.05,11.5,4,Wednesday
2287,2011-04-07,89,43,0.82,8.01,5,4,Thursday
2288,2011-04-08,26,10,0.84,8.03,9,4,Friday
2289,2011-04-09,61,35,0.84,8.07,13.5,4,Saturday
2290,2011-04-10,5,4,0.84,8.03,11,4,Sunday
2291,2011-04-11,1137,71,0.59,10.45,9,4,Monday
2292,2011-04-12,174,61,0.6,10.46,5,4,Tuesday
2293,2011-04-13,18,6,0.59,10.34,16.5,4,Wednesday
2294,2011-04-14,1,1,0.59,10.39,7,4,Thursday
2295,2011-04-15,71,39,0.6,10.54,26,4,Friday
2296,2011-04-16,14,7,0.59,10.49,23,4,Saturday
2297,2011-04-17,7,2,0.59,10.51,10.5,4,Sunday
2298,2011-04-18,2,2,0.59,10.46,47.5,4,Monday
2299,2011-04-19,61,1,0.59,10.46,34,4,Tuesday
2300,2011-04-20,1546,109,0.6,10.56,26,4,Wednesday
2301,2011-04-21,126,48,0.59,10.46,9,4,Thursday
2302,2011-04-22,339,102,0.67,2.96,13.5,4,Friday
2303,2011-04-23,535,154,0.68,2.95,22.5,4,Saturday
2304,2011-04-24,942,49,0.67,2.97,20,4,Sunday
2305,2011-04-25,74,41,0.67,2.99,30.5,4,Monday
2306,2011-04-26,833,139,0.71,2.95,17.5,4,Tuesday
2307,2011-04-27,538,84,0.68,2.94,10.5,4,Wednesday
2308,2011-04-28,472,145,0.68,2.94,11,4,Thursday
2309,2011-04-29,1003,120,0.67,2.93,10.5,4,Friday
2310,2011-04-30,1170,273,0.67,2.99,24,4,Saturday
2311,2011-05-01,237,76,0.7,2.96,26,5,Sunday
2312,2011-05-02,1800,152,0.67,2.96,52.5,5,Monday
2313,2011-05-03,217,80,0.67,2.94,38,5,Tuesday
2314,2011-05-04,298,79,0.67,11.27,30,5,Wednesday
2315,2011-05-05,7,2,0.67,11.36,5,5,Thursday
2316,2011-05-06,1549,127,0.67,11.33,16.5,5,Friday
2317,2011-05-07,533,151,0.67,11.39,13.5,5,Saturday
2318,2011-05-08,33,23,0.67,11.25,26.5,5,Sunday
2319,2011-05-09,14,7,0.67,11.42,9,5,Monday
2320,2011-05-10,443,159,0.91,13.05,23,5,Tuesday
2321,2011-05-11,1905,599,0.91,13.17,7,5,Wednesday
2322,2011-05-12,621,63,0.91,12.9,18,5,Thursday
2323,2011-05-13,740,85,0.92,12.89,9,5,Friday
2324,2011-05-14,1015,115,0.91,9.57,7.5,5,Saturday
2325,2011-05-15,705,224,0.91,13.28,11.5,5,Sunday
2326,2011-05-16,454,56,0.91,13.32,16,5,Monday
2327,2011-05-17,283,82,0.91,13.27,22,5,Tuesday
2328,2011-05-18,1106,77,0.92,12.94,7.5,5,Wednesday
2329,2011-05-19,1409,158,0.91,9.57,6.5,5,Thursday
2330,2011-05-20,801,128,0.92,13.17,26.5,5,Friday
2331,2011-05-21,1041,114,0.91,13.23,34,5,Saturday
2332,2011-05-22,14,12,0.55,8.82,11,5,Sunday
2333,2011-05-23,1495,147,0.93,2.47,26,5,Monday
2334,2011-05-24,1488,166,0.92,2.47,19.5,5,Tuesday
2335,2011-05-25,205,74,0.77,11.34,7,5,Wednesday
2336,2011-05-26,106,16,0.57,2.87,13.5,5,Thursday
2337,2011-05-27,430,58,0.57,2.91,3.5,5,Friday
2338,2011-05-28,8, -   ,0.57,2.85,13.5,5,Saturday
2339,2011-05-29,848,137,0.57,2.83,11,5,Sunday
2340,2011-05-30,8, -   ,0.57,2.92,13.5,5,Monday
2341,2011-05-31,383,124,0.57,2.94,26,5,Tuesday
2342,2011-06-01,643,92,0.57,2.95,10,6,Wednesday
2343,2011-06-02,63,29,0.57,2.94,23,6,Thursday
2344,2011-06-03,575,93,0.57,2.84,9.5,6,Friday
2345,2011-06-04,110,31,0.57,2.9,23,6,Saturday
2346,2011-06-05,276,91,0.57,2.89,9.5,6,Sunday
2347,2011-06-06,82,26,0.57,2.93,16.5,6,Monday
2348,2011-06-07,139,79,0.83,5.59,29.5,6,Tuesday
2349,2011-06-08,7,6,0.83,5.6,7,6,Wednesday
2350,2011-06-09,1036,93,0.82,5.51,22.5,6,Thursday
2351,2011-06-10,284,93,0.84,5.55,16.5,6,Friday
2352,2011-06-11,26,8,0.82,5.65,19.5,6,Saturday
2353,2011-06-12,28,26,0.84,5.62,9,6,Sunday
2354,2011-06-13,241,81,0.83,5.63,30,6,Monday
2355,2011-06-14,23,8,0.84,5.6,11,6,Tuesday
2356,2011-06-15,16,6,0.84,5.59,7,6,Wednesday
2357,2011-06-16,5,5,0.82,5.66,16.5,6,Thursday
2358,2011-06-17,202,1,0.84,5.63,26,6,Friday
2359,2011-06-18,1356,109,0.84,5.6,3.5,6,Saturday
2360,2011-06-19,243,69,0.65,8.25,13.5,6,Sunday
2361,2011-06-20,435,111,0.65,8.05,9,6,Monday
2362,2011-06-21,668,171,0.65,8.08,9.5,6,Tuesday
2363,2011-06-22,836,47,0.65,8.03,33,6,Wednesday
2364,2011-06-23,103,59,0.65,8.17,9.5,6,Thursday
2365,2011-06-24,867,144,0.64,10.39,24.5,6,Friday
2366,2011-06-25,597,86,0.63,10.42,16,6,Saturday
2367,2011-06-26,594,170,0.63,10.38,23,6,Sunday
2368,2011-06-27,996,128,0.63,10.38,16.5,6,Monday
2369,2011-06-28,1429,304,0.63,10.44,22.5,6,Tuesday
2370,2011-06-29,267,78,0.63,10.43,32.5,6,Wednesday
2371,2011-06-30,1799,152,0.78,1.96,5,6,Thursday
2372,2011-07-01,344,93,0.79,5.76,13.5,7,Friday
2373,2011-07-02,428,94,0.79,5.79,10.5,7,Saturday
2374,2011-07-03,10,3,0.79,5.67,16.5,7,Sunday
2375,2011-07-04,1571,119,0.79,5.7,5,7,Monday
2376,2011-07-05,627,159,0.78,5.85,7,7,Tuesday
2377,2011-07-06,35,29,0.79,5.8,26,7,Wednesday
2378,2011-07-07,16,6,0.79,5.82,11,7,Thursday
2379,2011-07-08,533,183,0.79,5.79,9,7,Friday
2380,2011-07-09,2276,702,0.79,7.55,23,7,Saturday
2381,2011-07-10,765,67,0.78,7.59,9.5,7,Sunday
2382,2011-07-11,690,86,0.79,7.57,8,7,Monday
2383,2011-07-12,903,119,0.78,6.57,31.5,7,Tuesday
2384,2011-07-13,903,266,0.78,6.58,9.5,7,Wednesday
2385,2011-07-14,437,57,0.78,6.45,16,7,Thursday
2386,2011-07-15,355,92,0.79,6.5,24,7,Friday
2387,2011-07-16,1230,81,0.76,6.67,19,7,Saturday
2388,2011-07-17,1403,162,0.78,6.64,25,7,Sunday
2389,2011-07-18,820,132,0.76,6.68,10.5,7,Monday
2390,2011-07-19,1015,119,0.7,9.53,10.5,7,Tuesday
2391,2011-07-20,27,27,0.7,9.57,11,7,Wednesday
2392,2011-07-21,1535,151,0.69,9.76,21,7,Thursday
2393,2011-07-22,1613,175,0.7,9.72,36,7,Friday
2394,2011-07-23,266,87,0.7,9.74,19.5,7,Saturday
2395,2011-07-24,96,17,0.7,9.63,7,7,Sunday
2396,2011-07-25,450,60,0.7,9.77,9,7,Monday
2397,2011-07-26,7, -   ,0.7,9.69,26,7,Tuesday
2398,2011-07-27,773,136,0.7,4.3,34,7,Wednesday
2399,2011-07-28,8, -   ,0.7,4.19,16.5,7,Thursday
2400,2011-07-29,475,132,0.7,4.18,9.5,7,Friday
2401,2011-07-30,1099,104,0.7,4.2,21,7,Saturday
2402,2011-07-31,73,33,0.54,17.06,7,7,Sunday
2403,2011-08-01,654,97,0.54,17.43,5.5,8,Monday
2404,2011-08-02,132,37,0.9,10.43,9.5,8,Tuesday
2405,2011-08-03,284,95,0.9,10.48,27,8,Wednesday
2406,2011-08-04,97,30,0.91,10.08,15.5,8,Thursday
2407,2011-08-05,162,87,0.87,10.66,7,8,Friday
2408,2011-08-06,27,22,0.9,10.57,10,8,Saturday
2409,2011-08-07,985,90,0.9,10.6,21,8,Sunday
2410,2011-08-08,338,107,0.9,10.5,16,8,Monday
2411,2011-08-09,32,10,0.91,10.21,25,8,Tuesday
2412,2011-08-10,12,12,0.91,10.6,10.5,8,Wednesday
2413,2011-08-11,299,91,0.84,8.04,10.5,8,Thursday
2414,2011-08-12,7,7,0.84,8.09,33,8,Friday
2415,2011-08-13,19,7,0.84,8.09,20.5,8,Saturday
2416,2011-08-14,11,9,0.84,8.02,35,8,Sunday
2417,2011-08-15,175,1,0.84,8.02,23,8,Monday
2418,2011-08-16,1253,113,0.82,8.01,25,8,Tuesday
2419,2011-08-17,280,78,0.84,8.03,11,8,Wednesday
2420,2011-08-18,462,111,0.71,10.5,15,8,Thursday
2421,2011-08-19,737,181,0.71,10.53,15,8,Friday
2422,2011-08-20,857,47,0.7,10.38,8,8,Saturday
2423,2011-08-21,108,59,0.69,10.62,12.5,8,Sunday
2424,2011-08-22,848,154,0.71,10.58,8,8,Monday
2425,2011-08-23,570,89,0.71,10.55,23,8,Tuesday
2426,2011-08-24,682,181,0.72,10.48,16.5,8,Wednesday
2427,2011-08-25,1004,130,0.69,10.63,6.5,8,Thursday
2428,2011-08-26,1561,303,0.72,10.58,26.5,8,Friday
2429,2011-08-27,324,86,0.71,10.54,22.5,8,Saturday
2430,2011-08-28,1825,151,0.7,9.77,16.5,8,Sunday
2431,2011-08-29,352,87,0.62,9.93,7,8,Monday
2432,2011-08-30,509,95,0.62,9.9,16.5,8,Tuesday
2433,2011-08-31,6,2,0.62,9.92,32.5,8,Wednesday
2434,2011-09-01,1687,123,0.61,9.96,10.5,9,Thursday
2435,2011-09-02,624,162,0.62,9.94,7,9,Friday
2436,2011-09-03,42,30,0.61,9.93,21,9,Saturday
2437,2011-09-04,27,9,0.62,9.88,7,9,Sunday
2438,2011-09-05,572,187,0.92,1.39,27.5,9,Monday
2439,2011-09-06,2404,755,0.81,1.45,7,9,Tuesday
2440,2011-09-07,624,69,0.92,1.43,10.5,9,Wednesday
2441,2011-09-08,721,88,0.92,1.33,15,9,Thursday
2442,2011-09-09,884,115,0.92,1.41,38.5,9,Friday
2443,2011-09-10,1011,261,0.92,1.41,19,9,Saturday
2444,2011-09-11,453,60,0.61,3.65,11,9,Sunday
2445,2011-09-12,377,93,0.61,3.56,22,9,Monday
2446,2011-09-13,1134,81,0.61,3.55,9.5,9,Tuesday
2447,2011-09-14,1422,164,0.61,3.77,33.5,9,Wednesday
2448,2011-09-15,839,127,0.61,3.79,11,9,Thursday
2449,2011-09-16,1007,122,0.61,3.81,10.5,9,Friday
2450,2011-09-17,22,21,0.61,3.79,36.5,9,Saturday
2451,2011-09-18,1574,147,0.61,3.58,28,9,Sunday
2452,2011-09-19,1798,168,0.61,3.75,8,9,Monday
2453,2011-09-20,305,89,0.61,3.72,21,9,Tuesday
2454,2011-09-21,98,16,0.67,7.91,7,9,Wednesday
2455,2011-09-22,453,59,0.92,3,19.5,9,Thursday
2456,2011-09-23,9, -   ,0.93,2.96,10.5,9,Friday
2457,2011-09-24,838,132,0.92,2.96,22.5,9,Saturday
2458,2011-09-25,8, -   ,0.93,3.06,18.5,9,Sunday
2459,2011-09-26,512,138,0.93,3.11,21,9,Monday
2460,2011-09-27,1096,106,0.61,8.73,35,9,Tuesday
2461,2011-09-28,69,32,0.61,8.75,11.5,9,Wednesday
2462,2011-09-29,671,106,0.6,8.63,9,9,Thursday
2463,2011-09-30,156,37,0.61,8.67,27,9,Friday
2464,2011-10-01,262,93,0.59,8.81,11.5,10,Saturday
2465,2011-10-02,120,34,0.61,8.78,12,10,Sunday
2466,2011-10-03,215,104,0.6,8.8,11,10,Monday
2467,2011-10-04,19,14,0.61,8.76,26.5,10,Tuesday
2468,2011-10-05,1011,91,0.61,8.71,33.5,10,Wednesday
2469,2011-10-06,312,105,0.59,8.81,20.5,10,Thursday
2470,2011-10-07,50,12,0.61,8.78,12,10,Friday
2471,2011-10-08,7,7,0.61,8.75,21,10,Saturday
2472,2011-10-09,302,95,0.87,7.45,32.5,10,Sunday
2473,2011-10-10,23,9,0.85,7.65,7,10,Monday
2474,2011-10-11,21,7,0.91,11.18,16.5,10,Tuesday
2475,2011-10-12,9,9,0.9,11.23,10.5,10,Wednesday
2476,2011-10-13,178,1,0.9,10.97,27.5,10,Thursday
