end_location_lat,end_location_long,driver_rating,car_rating,start_location_long,start_location_lat,color,make
30.27,-97.75,5,4,-97.76,30.25,White,Cadillac
30.27,-97.75,5,2,-97.75,30.27,White,Cadillac
30.27,-97.75,5,5,-97.74,30.29,Black,Toyota
30.28,-97.76,5,2,-97.74,30.27,Black,Toyota
30.26,-97.74,3,5,-97.74,30.26,Black,Toyota
30.27,-97.75,3,3,-97.74,30.26,Black,Toyota
30.27,-97.75,3,3,-97.76,30.25,White,BMW
30.27,-97.74,5,2,-97.75,30.26,Blue,Ford
30.26,-97.73,3,2,-97.74,30.26,Blue,Ford
30.26,-97.73,3,3,-97.74,30.27,Blue,Ford
30.32,-97.75,4,3,-97.74,30.27,Blue,Ford
30.27,-97.74,4,2,-97.76,30.26,Red,Mercedes-Benz
30.3,-97.77,4,2,-97.74,30.27,Red,Mercedes-Benz
30.27,-97.75,3,3,-97.74,30.3,Silver,Lexus
30.27,-97.74,4,4,-97.75,30.27,Silver,Lexus
30.29,-97.75,4,4,-97.74,30.27,Red,Honda
30.27,-97.74,4,5,-97.75,30.29,Black,Cadillac
30.26,-97.74,4,2,-97.75,30.26,Red,Subaru
30.31,-97.74,4,5,-97.74,30.27,White,Toyota
30.27,-97.74,3,3,-97.75,30.27,Black,Cadillac
30.26,-97.73,3,3,-97.74,30.27,Black,Cadillac
30.26,-97.78,4,5,-97.74,30.27,Black,Cadillac
30.24,-97.74,3,2,-97.77,30.25,Gray,Nissan
30.26,-97.74,5,2,-97.75,30.25,Gray,Nissan
30.29,-97.76,3,4,-97.74,30.26,Gray,Nissan
30.27,-97.74,3,2,-97.74,30.3,Gray,Nissan
30.23,-97.77,3,4,-97.76,30.22,Gray,Nissan
30.19,-97.81,4,5,-97.75,30.27,Gray,Nissan
30.25,-97.76,3,3,-97.74,30.25,Gray,Nissan
30.27,-97.78,5,2,-97.75,30.27,Grey,Mazda
30.25,-97.74,3,4,-97.74,30.26,White,Cadillac
30.23,-97.83,3,4,-97.74,30.27,White,Cadillac
30.25,-97.73,4,4,-97.75,30.27,White,Cadillac
30.29,-97.73,3,2,-97.74,30.27,White,Cadillac
30.39,-97.75,4,5,-97.76,30.25,White,Cadillac
30.29,-97.78,4,3,-97.75,30.27,White,Ford
30.27,-97.74,5,2,-97.74,30.26,White,Ford
30.26,-97.77,4,2,-97.72,30.26,White,Ford
30.28,-97.77,3,2,-97.75,30.27,White,Ford
30.32,-97.73,4,5,-97.74,30.27,White,Ford
30.29,-97.75,3,3,-97.75,30.27,White,Ford
30.31,-97.73,4,5,-97.74,30.27,White,Ford
30.36,-97.71,5,4,-97.74,30.27,White,Ford
30.25,-97.79,3,2,-97.74,30.26,Grey,Mazda
30.24,-97.78,4,4,-97.74,30.27,Gray,Honda
30.3,-97.78,4,4,-97.76,30.27,Gray,Honda
30.29,-97.74,3,4,-97.73,30.26,Gray,Honda
30.25,-97.76,4,5,-97.74,30.26,Gray,Ford
30.28,-97.76,4,4,-97.74,30.27,Gray,Pontiac
30.26,-97.79,5,4,-97.75,30.27,Gray,Pontiac
30.28,-97.77,4,4,-97.74,30.26,Gray,Pontiac
30.26,-97.76,3,5,-97.75,30.27,Gray,Pontiac
30.23,-97.88,3,4,-97.74,30.27,Gray,Pontiac
30.27,-97.75,3,2,-97.78,30.25,Gray,Pontiac
30.2,-97.67,4,5,-97.75,30.27,Gray,Pontiac
30.25,-97.76,5,3,-97.74,30.26,Red,Mercedes-Benz
30.21,-97.77,5,2,-97.75,30.27,Red,Mercedes-Benz
30.26,-97.74,5,4,-97.73,30.26,Red,Mercedes-Benz
30.27,-97.73,5,4,-97.74,30.27,Red,Mercedes-Benz
30.29,-97.75,3,5,-97.74,30.27,Red,Mercedes-Benz
30.27,-97.76,5,3,-97.74,30.27,Red,Mercedes-Benz
30.28,-97.75,4,4,-97.75,30.29,Red,Mercedes-Benz
30.25,-97.76,5,5,-97.74,30.26,White,Toyota
30.25,-97.73,4,4,-97.74,30.26,White,Toyota
30.27,-97.75,5,2,-97.75,30.27,White,Toyota
30.24,-97.77,5,3,-97.74,30.27,Red,Hyundai
30.24,-97.77,4,4,-97.74,30.27,Gray,Hyundai
30.31,-97.84,5,3,-97.73,30.26,Red,Hyundai
30.31,-97.84,4,2,-97.73,30.26,Gray,Hyundai
30.23,-97.77,3,5,-97.75,30.27,Red,Hyundai
30.23,-97.77,4,4,-97.75,30.27,Gray,Hyundai
30.27,-97.73,3,5,-97.74,30.27,Red,Hyundai
30.27,-97.73,3,5,-97.74,30.27,Gray,Hyundai
30.2,-97.67,5,3,-97.74,30.29,Red,Hyundai
30.2,-97.67,3,5,-97.74,30.29,Gray,Hyundai
30.29,-97.77,5,4,-97.73,30.26,Silver,BMW
30.27,-97.74,5,5,-97.76,30.27,Silver,BMW
30.23,-97.76,5,4,-97.74,30.27,Silver,BMW
30.29,-97.72,3,5,-97.74,30.27,White,Lexus
30.28,-97.77,3,3,-97.74,30.28,White,Lexus
30.3,-97.74,3,5,-97.74,30.27,Gray,Honda
30.26,-97.79,4,5,-97.72,30.25,Silver,Chrysler
30.3,-97.78,3,4,-97.75,30.29,Black,Nissan
30.28,-97.77,4,4,-97.73,30.26,Black,Nissan
30.23,-97.74,4,4,-97.74,30.27,White,Toyota
30.35,-97.71,4,3,-97.74,30.27,White,Toyota
30.28,-97.75,5,3,-97.74,30.29,Red,Mercedes-Benz
30.29,-97.74,3,3,-97.75,30.28,Red,Mercedes-Benz
30.2,-97.67,3,3,-97.78,30.25,Blue,Toyota
30.25,-97.76,4,5,-97.74,30.26,Red,Kia
30.25,-97.75,5,2,-97.73,30.27,Black,Ford
30.21,-97.66,4,5,-97.77,30.26,Black,Ford
30.2,-97.67,5,5,-97.74,30.25,White,Nissan
30.27,-97.74,5,5,-97.76,30.24,Black,Nissan
30.26,-97.76,4,5,-97.77,30.23,Black,Nissan
30.25,-97.72,3,4,-97.75,30.27,Black,Nissan
30.27,-97.75,4,5,-97.74,30.27,Red,Kia
30.27,-97.74,3,4,-97.75,30.29,Maroon,Honda
30.28,-97.72,5,2,-97.75,30.27,Black,Ford
30.2,-97.67,5,4,-97.74,30.26,Black,Ford
30.27,-97.72,4,3,-97.74,30.27,Black,Ford
30.27,-97.75,3,4,-97.74,30.26,Black,Ford
30.26,-97.74,5,3,-97.73,30.27,Black,Ford
30.27,-97.74,3,2,-97.74,30.26,Black,Ford
30.27,-97.74,4,5,-97.76,30.26,Black,Ford
30.27,-97.74,4,2,-97.74,30.28,Black,Ford
30.31,-97.71,5,3,-97.72,30.28,Black,Ford
30.27,-97.75,3,2,-97.72,30.26,White,Nissan
30.2,-97.67,4,2,-97.75,30.25,Black,Cadillac
30.2,-97.67,3,3,-97.74,30.28,White,Nissan
30.27,-97.74,3,4,-97.75,30.26,White,Nissan
30.26,-97.76,3,3,-97.77,30.29,White,Nissan
30.27,-97.75,4,2,-97.76,30.28,White,Mitsubishi
30.25,-97.75,3,2,-97.75,30.27,Silver,Lexus
30.3,-97.78,3,3,-97.76,30.26,Silver,Lexus
30.27,-97.73,4,3,-97.74,30.27,Silver,Audi
30.26,-97.73,3,2,-97.76,30.29,Maroon,Honda
30.27,-97.73,4,3,-97.71,30.27,Maroon,Honda
30.26,-97.72,4,2,-97.74,30.26,Maroon,Honda
30.29,-97.78,3,2,-97.75,30.27,Silver,Ford
30.27,-97.75,5,4,-97.74,30.3,White,Mitsubishi
30.26,-97.74,5,5,-97.76,30.26,Brown,Mazda
30.28,-97.78,3,2,-97.75,30.27,Silver,Lexus
30.24,-97.74,3,2,-97.75,30.25,Silver,Lexus
30.25,-97.75,4,3,-97.75,30.26,Silver,Lexus
30.25,-97.73,4,2,-97.7,30.23,White,BMW
30.26,-97.76,4,4,-97.75,30.27,Red,Toyota
30.26,-97.71,5,2,-97.75,30.27,Red,Toyota
30.27,-97.74,3,3,-97.72,30.26,Black,Nissan
30.27,-97.75,4,3,-97.75,30.25,Silver,Lexus
30.26,-97.74,5,4,-97.76,30.23,Red,Toyota
30.22,-97.84,4,4,-97.75,30.26,Gray,Audi
30.29,-97.75,4,4,-97.75,30.29,Red,Volvo
30.21,-97.76,3,2,-97.74,30.24,Red,Volvo
30.25,-97.76,3,3,-97.75,30.25,Red,Volvo
30.27,-97.75,3,4,-97.75,30.31,Gray,Kia
30.27,-97.75,5,3,-97.78,30.28,White,Honda
30.27,-97.74,4,2,-97.75,30.28,Black,Infiniti
30.26,-97.75,4,5,-97.72,30.28,Yellow/Gold,Honda
30.25,-97.76,5,2,-97.75,30.25,Yellow/Gold,Honda
30.29,-97.75,4,4,-97.74,30.3,White,Nissan
30.25,-97.77,5,3,-97.75,30.26,White,Nissan
30.23,-97.77,5,2,-97.76,30.25,White,Nissan
30.27,-97.74,3,5,-97.75,30.27,Black,Nissan
30.27,-97.74,3,2,-97.78,30.3,Black,Nissan
30.27,-97.75,3,4,-97.74,30.28,Black,Nissan
30.27,-97.75,4,3,-97.75,30.27,Gray,Ford
30.26,-97.75,5,2,-97.75,30.25,Gray,Kia
30.26,-97.75,5,3,-97.75,30.26,Gray,Ford
30.26,-97.74,5,3,-97.74,30.26,Gray,Toyota
30.2,-97.67,4,5,-97.75,30.27,Gray,Toyota
30.26,-97.75,5,2,-97.75,30.25,Gray,Toyota
30.32,-97.71,3,4,-97.75,30.27,Silver,Toyota
30.26,-97.75,4,5,-97.71,30.31,Silver,Toyota
30.26,-97.74,5,2,-97.76,30.27,Silver,Toyota
30.25,-97.75,4,2,-97.75,30.26,White,Chevrolet
30.27,-97.73,5,3,-97.76,30.26,White,Chevrolet
30.27,-97.75,5,4,-97.71,30.26,Gray,Audi
30.24,-97.73,5,5,-97.74,30.27,Gray,Audi
30.26,-97.79,3,2,-97.77,30.26,Black,Nissan
30.27,-97.75,3,3,-97.73,30.25,Yellow/Gold,Honda
30.27,-97.74,4,3,-97.78,30.3,Yellow/Gold,Honda
30.26,-97.76,4,5,-97.78,30.3,Black,Nissan
30.26,-97.73,4,5,-97.76,30.25,Black,Nissan
30.28,-97.73,3,2,-97.72,30.25,Black,Nissan
30.26,-97.76,3,2,-97.75,30.27,Black,Nissan
30.25,-97.75,5,5,-97.75,30.24,Black,Volkswagen
30.27,-97.74,3,4,-97.75,30.29,Black,Volkswagen
30.26,-97.74,3,3,-97.76,30.22,Black,Volkswagen
30.27,-97.75,3,4,-97.75,30.27,Brown,Ford
30.28,-97.76,4,3,-97.75,30.27,Black,Infiniti
30.27,-97.75,4,5,-97.75,30.25,Maroon,Honda
30.26,-97.74,3,2,-97.74,30.3,Maroon,Honda
30.31,-97.75,3,2,-97.75,30.27,Red,Hyundai
30.31,-97.75,5,5,-97.75,30.27,Gray,Hyundai
30.25,-97.74,4,2,-97.77,30.29,Red,Hyundai
30.25,-97.74,4,5,-97.77,30.29,Gray,Hyundai
30.24,-97.76,4,5,-97.74,30.27,Brown,Ford
30.28,-97.76,5,4,-97.75,30.27,Black,Kia
30.26,-97.75,5,5,-97.78,30.3,Black,Kia
30.29,-97.73,5,4,-97.75,30.29,Silver,Toyota
30.28,-97.72,5,4,-97.75,30.27,Black,Toyota
30.25,-97.7,3,2,-97.75,30.27,Brown,BMW
30.26,-97.74,3,5,-97.74,30.3,Black,Nissan
30.26,-97.74,5,5,-97.74,30.25,Black,Nissan
30.29,-97.74,3,4,-97.75,30.29,Red,Kia
30.23,-97.7,4,4,-97.75,30.27,Gray,Ford
30.25,-97.77,4,4,-97.75,30.24,Black,Volkswagen
30.27,-97.75,5,3,-97.77,30.26,Black,Volkswagen
30.27,-97.74,4,4,-97.75,30.24,Silver,Lexus
30.26,-97.73,3,4,-97.77,30.26,Silver,Toyota
30.26,-97.74,5,2,-97.73,30.27,Blue,Honda
30.19,-97.84,3,2,-97.7,30.28,Yellow/Gold,Honda
30.26,-97.74,4,3,-97.77,30.3,Black,Nissan
30.27,-97.7,3,4,-97.76,30.26,Black,Nissan
30.27,-97.74,3,2,-97.76,30.26,Black,Kia
30.26,-97.74,3,2,-97.75,30.27,Black,Kia
30.27,-97.74,4,5,-97.7,30.28,Black,Kia
30.45,-97.78,5,2,-97.75,30.26,Black,Kia
30.34,-97.74,3,3,-97.75,30.24,Brown,BMW
30.27,-97.75,4,2,-97.77,30.3,Brown,BMW
30.27,-97.75,5,2,-97.73,30.27,Brown,BMW
30.27,-97.76,4,3,-97.74,30.27,Brown,BMW
30.27,-97.75,5,2,-97.77,30.29,Brown,BMW
30.28,-97.78,3,5,-97.76,30.29,Brown,BMW
30.26,-97.72,3,2,-97.73,30.27,Brown,BMW
30.27,-97.75,4,2,-97.73,30.26,Brown,BMW
30.32,-97.86,3,5,-97.74,30.27,Black,Nissan
30.26,-97.76,5,2,-97.75,30.27,Black,Nissan
30.25,-97.75,5,4,-97.76,30.29,Black,Nissan
30.25,-97.75,5,4,-97.78,30.25,Black,Nissan
30.27,-97.74,4,2,-97.76,30.28,Black,Nissan
30.26,-97.74,5,5,-97.74,30.27,Black,Nissan
30.27,-97.75,5,5,-97.72,30.26,Black,Nissan
30.27,-97.73,5,4,-97.75,30.27,Black,Nissan
30.27,-97.75,4,5,-97.73,30.29,Black,Nissan
30.27,-97.75,4,2,-97.76,30.29,Red,Kia
30.26,-97.76,4,3,-97.75,30.26,Red,Kia
30.27,-97.75,4,4,-97.76,30.25,Red,Kia
30.25,-97.75,5,5,-97.74,30.26,Red,Kia
30.26,-97.72,3,2,-97.73,30.29,Gray,Ford
30.26,-97.74,3,4,-97.75,30.27,Gray,Ford
30.27,-97.75,4,3,-97.76,30.28,Gray,Ford
30.24,-97.74,3,2,-97.79,30.26,Silver,Lexus
30.27,-97.74,3,4,-97.76,30.25,Silver,Lexus
30.25,-97.75,5,2,-97.76,30.28,Silver,Infiniti
30.27,-97.74,5,5,-97.74,30.29,White,Cadillac
30.27,-97.74,5,2,-97.73,30.27,White,Cadillac
30.27,-97.74,4,5,-97.75,30.27,White,Cadillac
30.31,-97.71,4,4,-97.74,30.29,White,Cadillac
30.28,-97.72,4,5,-97.75,30.3,White,Cadillac
30.25,-97.72,4,2,-97.75,30.26,Maroon,Honda
30.27,-97.74,3,3,-97.73,30.26,Maroon,Honda
30.32,-97.72,3,4,-97.76,30.26,Maroon,Honda
30.26,-97.74,3,5,-97.77,30.25,White,Honda
30.26,-97.76,5,5,-97.78,30.26,White,Ford
30.26,-97.76,4,2,-97.74,30.24,White,Ford
30.27,-97.74,5,2,-97.77,30.29,White,Ford
30.27,-97.75,5,4,-97.75,30.25,White,Ford
30.27,-97.74,4,5,-97.75,30.27,White,Ford
30.26,-97.77,5,5,-97.75,30.27,White,Ford
30.27,-97.74,3,2,-97.73,30.26,White,Honda
30.27,-97.76,3,2,-97.75,30.27,Brown,Mazda
30.27,-97.74,4,2,-97.77,30.25,Brown,Mazda
30.26,-97.76,5,2,-97.76,30.26,Brown,Mazda
30.26,-97.75,5,3,-97.74,30.3,Silver,Chrysler
30.26,-97.72,4,5,-97.75,30.31,Silver,Chrysler
30.26,-97.74,5,4,-97.75,30.28,White,Honda
30.27,-97.74,3,4,-97.74,30.28,White,Honda
30.27,-97.75,3,2,-97.74,30.26,White,Honda
30.26,-97.74,4,2,-97.75,30.27,Red,Hyundai
30.26,-97.74,3,4,-97.75,30.27,Gray,Hyundai
30.26,-97.74,5,3,-97.76,30.24,Gold,Lexus
30.25,-97.71,5,3,-97.74,30.27,Gold,Lexus
30.26,-97.74,3,5,-97.76,30.28,Black,Hyundai
30.26,-97.74,5,5,-97.75,30.25,Black,Hyundai
30.27,-97.74,5,4,-97.73,30.26,Black,Hyundai
30.27,-97.75,5,4,-97.75,30.28,Black,Hyundai
30.25,-97.72,3,3,-97.75,30.27,White,Honda
30.27,-97.74,4,4,-97.75,30.21,White,Honda
30.27,-97.75,3,3,-97.78,30.23,White,Honda
30.27,-97.75,4,2,-97.76,30.28,White,Honda
30.28,-97.78,5,2,-97.76,30.29,Silver,Lexus
30.26,-97.74,5,5,-97.78,30.29,Silver,Lexus
30.25,-97.76,3,2,-97.74,30.27,Black,Volkswagen
30.2,-97.77,4,4,-97.67,30.2,Black,Volkswagen
30.27,-97.75,3,3,-97.79,30.25,White,Toyota
30.27,-97.75,5,4,-97.79,30.25,White,Toyota
30.24,-97.75,5,3,-97.77,30.25,White,Toyota
30.27,-97.73,3,2,-97.76,30.26,White,Toyota
30.27,-97.75,3,2,-97.73,30.26,White,Toyota
30.28,-97.74,5,3,-97.76,30.27,White,Toyota
30.26,-97.74,3,4,-97.7,30.27,White,Toyota
30.29,-97.76,3,5,-97.74,30.26,White,Toyota
30.31,-97.74,3,4,-97.75,30.27,Gray,Ford
30.27,-97.73,5,2,-97.74,30.26,Gray,Ford
30.27,-97.74,4,5,-97.73,30.26,Gray,Ford
30.23,-97.76,3,2,-97.73,30.26,Gray,Ford
30.27,-97.75,3,3,-97.76,30.26,Gray,Ford
30.26,-97.74,3,5,-97.7,30.27,Gray,Ford
30.25,-97.7,5,5,-97.75,30.26,Maroon,Honda
30.26,-97.74,5,3,-97.75,30.27,Red,Hyundai
30.26,-97.74,5,2,-97.75,30.27,Gray,Hyundai
30.27,-97.75,4,2,-97.77,30.25,White,Honda
30.27,-97.73,5,3,-97.67,30.2,Black,Toyota
30.28,-97.77,3,3,-97.75,30.31,Brown,Mazda
30.25,-97.77,4,3,-97.78,30.24,White,Honda
30.26,-97.72,3,2,-97.75,30.24,White,Honda
30.26,-97.74,5,4,-97.73,30.27,White,Honda
30.27,-97.76,5,5,-97.74,30.26,White,Honda
30.25,-97.74,4,4,-97.76,30.26,White,Honda
30.26,-97.74,4,5,-97.78,30.23,White,Honda
30.29,-97.74,3,4,-97.74,30.27,Red,Hyundai
30.29,-97.74,3,5,-97.74,30.27,Gray,Hyundai
30.28,-97.76,3,2,-97.75,30.25,Silver,Lexus
30.26,-97.74,5,2,-97.76,30.27,Silver,Lexus
30.27,-97.74,4,3,-97.74,30.26,Silver,Lexus
30.27,-97.75,3,4,-97.72,30.26,Silver,Lexus
30.27,-97.74,3,5,-97.74,30.26,Silver,Lexus
30.29,-97.72,5,4,-97.74,30.29,White,Honda
30.25,-97.75,5,4,-97.74,30.27,Silver,Mazda
30.26,-97.74,4,3,-97.75,30.27,White,Ford
30.31,-97.77,3,4,-97.75,30.27,White,Ford
30.27,-97.75,3,5,-97.74,30.26,White,Chevrolet
30.27,-97.74,5,5,-97.76,30.23,White,Chevrolet
30.31,-97.71,4,2,-97.74,30.26,Gray,Nissan
30.27,-97.74,4,2,-97.75,30.25,Green,Dodge
30.28,-97.72,3,3,-97.77,30.28,Red,Kia
30.27,-97.73,4,4,-97.72,30.26,Red,Kia
30.3,-97.74,3,3,-97.73,30.29,Red,Kia
30.27,-97.74,5,5,-97.74,30.3,Red,Kia
30.27,-97.74,4,2,-97.71,30.28,Red,Kia
30.27,-97.75,3,4,-97.72,30.29,Red,Kia
30.27,-97.75,3,2,-97.75,30.27,Black,Acura
30.28,-97.77,5,2,-97.76,30.27,Black,Acura
30.26,-97.74,3,5,-97.72,30.24,Gray,Pontiac
30.27,-97.74,5,4,-97.74,30.26,White,Toyota
30.26,-97.76,3,2,-97.74,30.26,White,Toyota
30.25,-97.76,3,5,-97.76,30.26,White,Toyota
30.3,-97.76,4,3,-97.75,30.27,White,Toyota
30.27,-97.74,4,2,-97.75,30.29,White,Toyota
30.27,-97.74,5,2,-97.74,30.28,Brown,BMW
30.26,-97.74,5,4,-97.74,30.27,Brown,BMW
30.27,-97.74,5,2,-97.77,30.23,Brown,BMW
30.27,-97.73,3,3,-97.74,30.26,Brown,BMW
30.26,-97.72,4,4,-97.75,30.26,Brown,BMW
30.26,-97.74,5,5,-97.7,30.27,Brown,BMW
30.29,-97.76,4,5,-97.74,30.26,Brown,BMW
30.27,-97.75,5,5,-97.76,30.28,Brown,BMW
30.26,-97.75,5,4,-97.77,30.25,Brown,BMW
30.27,-97.76,5,4,-97.76,30.28,Red,Hyundai
30.27,-97.76,3,5,-97.76,30.28,Gray,Hyundai
30.32,-97.73,4,5,-97.75,30.29,Red,Hyundai
30.32,-97.73,4,5,-97.75,30.29,Gray,Hyundai
30.27,-97.75,4,5,-97.73,30.29,Red,Hyundai
30.27,-97.75,3,5,-97.73,30.29,Gray,Hyundai
30.28,-97.79,4,3,-97.75,30.27,Red,Hyundai
30.28,-97.79,5,2,-97.75,30.27,Gray,Hyundai
30.25,-97.77,3,2,-97.76,30.27,Red,Hyundai
30.25,-97.77,5,3,-97.76,30.27,Gray,Hyundai
30.27,-97.74,5,5,-97.76,30.26,Red,Hyundai
30.27,-97.74,3,3,-97.76,30.26,Gray,Hyundai
30.27,-97.74,3,4,-97.73,30.29,Red,Hyundai
30.27,-97.74,3,3,-97.73,30.29,Gray,Hyundai
30.27,-97.74,5,4,-97.75,30.28,Red,Hyundai
30.27,-97.74,3,3,-97.75,30.28,Gray,Hyundai
30.26,-97.73,5,3,-97.74,30.27,Gray,Honda
30.28,-97.72,5,5,-97.72,30.26,Gray,Honda
30.24,-97.75,4,3,-97.7,30.25,Gray,Honda
30.27,-97.74,4,4,-97.76,30.23,Gray,Honda
30.26,-97.73,4,3,-97.71,30.27,Gray,Honda
30.34,-97.87,3,5,-97.82,30.27,White,Honda
30.26,-97.76,4,3,-97.74,30.27,White,Toyota
30.27,-97.74,5,3,-97.77,30.25,White,Toyota
30.3,-97.74,4,5,-97.74,30.26,White,Toyota
30.29,-97.75,3,3,-97.74,30.28,White,Toyota
30.25,-97.76,5,3,-97.77,30.25,White,Toyota
30.22,-97.67,5,5,-97.74,30.27,White,Toyota
30.3,-97.71,4,3,-97.71,30.25,White,Toyota
30.26,-97.73,4,4,-97.72,30.28,White,Toyota
30.26,-97.74,4,3,-97.74,30.27,White,Toyota
30.27,-97.75,4,4,-97.74,30.27,White,Toyota
30.22,-97.74,3,4,-97.74,30.27,White,Toyota
30.26,-97.74,4,3,-97.77,30.3,Black,Kia
30.28,-97.68,5,4,-97.74,30.26,Black,Kia
30.27,-97.76,4,2,-97.76,30.26,Black,Nissan
30.29,-97.76,3,3,-97.75,30.25,Black,Nissan
30.27,-97.75,4,4,-97.76,30.26,Black,Nissan
30.27,-97.75,5,4,-97.75,30.28,White,Cadillac
30.26,-97.74,5,3,-97.76,30.26,White,Cadillac
30.26,-97.76,4,4,-97.73,30.26,White,Cadillac
30.3,-97.78,5,4,-97.75,30.27,White,Cadillac
30.27,-97.74,5,4,-97.74,30.29,White,Cadillac
30.24,-97.76,5,5,-97.74,30.27,White,Cadillac
30.26,-97.71,3,3,-97.75,30.27,White,Cadillac
30.27,-97.75,3,4,-97.74,30.28,White,Cadillac
30.26,-97.73,4,3,-97.75,30.22,Gray,Honda
30.27,-97.75,3,5,-97.73,30.27,Gray,Honda
30.26,-97.77,5,4,-97.77,30.26,Gray,Honda
30.28,-97.76,4,4,-97.75,30.27,Gray,Honda
30.24,-97.76,3,4,-97.74,30.27,Gray,Honda
30.19,-97.82,5,2,-97.73,30.26,Gray,Honda
30.27,-97.74,5,4,-97.76,30.28,Black,Acura
30.3,-97.74,4,3,-97.74,30.27,Black,Acura
30.27,-97.75,5,5,-97.75,30.27,White,Ford
30.27,-97.75,3,5,-97.78,30.28,White,Ford
30.26,-97.75,4,3,-97.75,30.27,White,Ford
30.27,-97.74,5,4,-97.75,30.25,White,Ford
30.27,-97.75,3,3,-97.76,30.23,White,Ford
30.27,-97.74,5,3,-97.75,30.25,White,Ford
30.32,-97.69,5,2,-97.73,30.26,Gray,Nissan
30.3,-97.77,3,4,-97.75,30.27,Black,Volkswagen
30.27,-97.75,5,5,-97.73,30.26,Black,Jeep
30.4,-97.74,3,2,-97.73,30.26,Black,Jeep
30.27,-97.75,3,2,-97.75,30.45,Black,Jeep
30.27,-97.75,4,2,-97.74,30.26,Black,Jeep
30.27,-97.73,4,4,-97.76,30.25,Gray,Nissan
30.27,-97.74,5,5,-97.75,30.27,Gray,Nissan
30.26,-97.74,3,3,-97.74,30.26,Gray,Nissan
30.27,-97.74,3,4,-97.74,30.27,Gray,Nissan
30.26,-97.74,5,4,-97.74,30.26,Gray,Nissan
30.27,-97.74,3,4,-97.74,30.26,Gray,Nissan
30.28,-97.7,5,5,-97.74,30.27,Gray,Nissan
30.3,-97.77,4,5,-97.74,30.26,Gray,Nissan
30.22,-97.82,3,4,-97.74,30.27,Silver,Chrysler
30.26,-97.76,5,2,-97.76,30.25,Silver,Chrysler
30.27,-97.75,5,4,-97.76,30.27,Silver,Chrysler
30.27,-97.74,3,3,-97.74,30.29,Silver,Chrysler
30.27,-97.73,4,4,-97.74,30.27,Silver,Chrysler
30.26,-97.75,4,4,-97.75,30.27,Black,Nissan
30.26,-97.74,5,4,-97.77,30.24,Black,Nissan
30.19,-97.88,3,3,-97.74,30.26,Black,Nissan
30.27,-97.74,4,5,-97.79,30.25,Black,Nissan
30.27,-97.75,5,3,-97.72,30.25,Gray,Pontiac
30.3,-97.78,5,5,-97.75,30.27,Gray,Pontiac
30.29,-97.75,4,3,-97.75,30.29,Gray,Pontiac
30.27,-97.76,4,3,-97.72,30.28,White,Toyota
30.28,-97.83,3,4,-97.74,30.26,White,Honda
30.29,-97.78,5,2,-97.74,30.29,Black,Hyundai
30.31,-97.69,5,4,-97.76,30.27,Black,Nissan
30.26,-97.74,3,4,-97.73,30.25,White,Toyota
30.22,-97.81,4,2,-97.77,30.25,White,Toyota
30.15,-97.85,4,2,-97.74,30.27,White,Toyota
30.31,-97.75,3,2,-97.73,30.26,Silver,Toyota
30.27,-97.74,4,2,-97.74,30.29,Brown,GMC
30.26,-97.74,4,3,-97.73,30.26,Gray,Honda
30.29,-97.73,3,4,-97.75,30.27,Black,Hyundai
30.29,-97.77,5,4,-97.72,30.28,Black,Hyundai
30.26,-97.74,5,5,-97.75,30.27,Black,Hyundai
30.31,-97.76,5,5,-97.74,30.27,Black,Hyundai
30.29,-97.75,5,2,-97.74,30.27,Black,Hyundai
30.27,-97.75,4,3,-97.75,30.3,Silver,Lexus
30.25,-97.74,3,3,-97.75,30.27,Silver,Lexus
30.26,-97.74,3,3,-97.79,30.24,Silver,Lexus
30.26,-97.72,4,4,-97.75,30.24,White,Toyota
30.27,-97.74,4,3,-97.74,30.26,Maroon,Honda
30.24,-97.75,3,5,-97.74,30.27,Maroon,Honda
30.33,-97.74,4,4,-97.74,30.27,Maroon,Honda
30.26,-97.75,4,4,-97.75,30.27,Maroon,Honda
30.27,-97.75,5,4,-97.72,30.26,Gray,Honda
30.31,-97.75,3,4,-97.72,30.26,Brown,GMC
30.26,-97.74,4,2,-97.75,30.26,Brown,GMC
30.26,-97.74,3,2,-97.75,30.25,White,Honda
30.27,-97.74,4,5,-97.75,30.26,White,Honda
30.29,-97.78,3,2,-97.74,30.27,White,Honda
30.24,-97.75,3,3,-97.72,30.26,White,Toyota
30.27,-97.75,5,5,-97.74,30.26,White,Dodge
30.26,-97.77,3,4,-97.75,30.27,White,Dodge
30.26,-97.76,4,4,-97.77,30.25,White,Dodge
30.27,-97.73,5,3,-97.75,30.27,White,Dodge
30.27,-97.75,4,2,-97.74,30.26,White,Dodge
30.27,-97.79,4,4,-97.75,30.27,White,Dodge
30.25,-97.72,4,2,-97.73,30.27,White,Dodge
30.29,-97.74,4,2,-97.74,30.27,White,Dodge
30.31,-97.74,4,2,-97.74,30.26,White,Dodge
30.24,-97.78,4,2,-97.77,30.25,White,Toyota
30.27,-97.75,5,5,-97.73,30.26,Gray,Honda
30.27,-97.74,4,3,-97.74,30.3,Black,Kia
30.33,-97.72,4,4,-97.74,30.26,Black,Kia
30.31,-97.72,3,4,-97.73,30.26,Black,Nissan
30.27,-97.75,3,3,-97.74,30.26,Black,Nissan
